auskunft,Art,stunde,monat,gespraeche,summe_dauer,avg_dauer,0,bis_10,bis_20,bis_30,bis_40,bis_50,bis_60,bis_70,bis_80,bis_90,bis_100,bis_110,bis_120,bis_130,bis_140,bis_150,bis_160,bis_170,bis_180,bis_190,bis_200,bis_210,bis_220,bis_230,bis_240,bis_250,bis_260,bis_270,bis_280,bis_290,bis_300,bis_360,bis_420,bis_480,bis_540,bis_600,bis_1200,bis_1800,bis_2400,bis_3000,ab_3001,Max,Anzahl,Kategorie(1.te),Max_Wert_Kategorie
11864,MobFu,5,03_2019,2,150,75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_60,Max_Wert_ist_mehrfach_vorhanden!
11864,MobFu,8,03_2019,1,113,113,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_120,
11864,MobFu,9,03_2019,4,201,50.3,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,bis_70,
11864,MobFu,10,03_2019,8,434,54.3,0,2,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,bis_90,
11864,MobFu,11,03_2019,4,217,54.3,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11864,MobFu,12,03_2019,4,213,53.3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11864,MobFu,13,03_2019,5,397,79.4,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,bis_70,
11864,MobFu,14,03_2019,1,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_170,
11864,MobFu,15,03_2019,3,286,95.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11864,MobFu,16,03_2019,6,464,77.3,3,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11864,MobFu,17,03_2019,8,485,60.6,1,1,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,bis_60,
11864,MobFu,18,03_2019,18,1337,74.3,0,0,1,0,1,2,1,3,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,bis_80,
11864,MobFu,19,03_2019,32,1908,59.6,11,1,0,1,3,5,8,5,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,bis_60,
11864,MobFu,20,03_2019,31,2256,72.8,6,0,1,0,2,4,5,4,8,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,bis_80,
11864,MobFu,21,03_2019,73,3621,49.6,6,17,2,0,3,12,13,9,7,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,bis_10,
11864,MobFu,22,03_2019,36,2036,56.6,2,1,2,0,3,4,10,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,bis_60,
11864,MobFu,23,03_2019,40,2191,54.8,2,0,0,0,3,15,12,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,bis_50,
11833,"WV_Quelle MobFu",0,03_2019,226,17352,76.8,46,12,14,23,38,39,19,16,10,7,15,4,4,5,1,2,0,2,0,1,1,1,1,1,0,1,0,0,0,0,0,2,1,2,1,1,2,0,0,0,0,39,1,bis_50,
11833,"WV_Quelle MobFu",1,03_2019,159,11674,73.4,26,10,17,23,25,22,14,6,9,0,2,1,3,4,2,4,2,1,2,2,1,1,1,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,25,1,bis_40,
11833,"WV_Quelle MobFu",2,03_2019,94,7891,83.9,42,7,6,9,10,13,9,8,3,2,3,2,2,3,1,1,1,1,0,0,1,1,1,1,3,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,13,1,bis_50,
11833,"WV_Quelle MobFu",3,03_2019,89,6664,74.9,30,9,10,10,11,11,10,2,4,1,2,1,2,2,1,1,4,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,11,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11833,"WV_Quelle MobFu",4,03_2019,66,6500,98.5,19,5,4,4,13,9,6,2,2,2,1,0,1,1,1,0,1,2,0,2,0,0,1,0,0,0,0,0,1,1,1,3,2,0,0,1,0,0,0,0,0,13,1,bis_40,
11833,"WV_Quelle MobFu",5,03_2019,92,11383,123.7,22,5,3,10,14,4,9,6,1,10,4,2,2,3,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,5,2,0,2,0,2,0,0,0,0,14,1,bis_40,
11833,"WV_Quelle MobFu",6,03_2019,159,13955,87.8,36,12,11,17,20,17,13,10,10,8,1,5,5,0,3,3,1,1,4,3,2,0,2,0,2,1,0,0,1,0,1,1,0,2,0,1,2,0,0,0,0,20,1,bis_40,
11833,"WV_Quelle MobFu",7,03_2019,922,89067,96.6,192,35,71,123,97,115,58,44,36,42,37,23,22,27,17,13,16,13,14,8,8,2,5,6,8,7,4,3,3,9,3,22,10,6,2,4,8,1,0,0,0,123,1,bis_30,
11833,"WV_Quelle MobFu",8,03_2019,2885,391299,135.6,698,76,192,220,243,197,193,150,140,127,115,114,86,80,54,77,76,58,52,37,44,40,35,30,36,20,23,21,22,12,16,102,48,41,22,22,54,7,1,2,0,243,1,bis_40,
11833,"WV_Quelle MobFu",9,03_2019,4031,589777,146.3,1027,115,227,301,276,253,233,224,200,169,173,179,141,107,109,89,99,75,73,47,62,53,46,48,48,47,39,36,41,38,37,123,99,56,45,16,87,14,4,2,0,301,1,bis_30,
11833,"WV_Quelle MobFu",10,03_2019,4218,602320,142.8,960,128,231,303,266,294,262,240,210,170,169,176,142,124,112,110,111,92,78,68,63,55,43,52,58,42,38,32,29,24,29,144,91,60,43,25,94,6,3,1,0,303,1,bis_30,
11833,"WV_Quelle MobFu",11,03_2019,4102,582129,141.9,941,136,251,298,279,272,282,212,193,199,161,148,124,115,108,102,80,98,63,60,55,64,57,42,47,51,46,23,30,31,27,143,86,51,39,22,89,13,4,1,0,298,1,bis_30,
11833,"WV_Quelle MobFu",12,03_2019,2997,399610,133.3,641,122,203,281,249,228,192,127,140,107,96,123,88,83,69,68,61,58,48,48,37,51,27,33,35,21,18,27,26,23,14,85,63,33,24,18,58,8,2,3,0,281,1,bis_30,
11833,"WV_Quelle MobFu",13,03_2019,2864,389081,135.9,544,106,203,258,213,197,196,149,121,114,96,102,70,82,79,72,56,51,45,41,39,37,35,35,25,29,23,25,22,22,10,84,78,41,31,17,51,5,2,2,0,258,1,bis_30,
11833,"WV_Quelle MobFu",14,03_2019,2902,394795,136,587,109,163,244,230,205,157,129,141,142,138,126,93,78,75,75,77,58,46,42,46,38,29,29,22,28,25,19,27,20,19,65,53,34,23,14,70,11,1,1,0,244,1,bis_30,
11833,"WV_Quelle MobFu",15,03_2019,3110,440403,141.6,676,118,209,259,283,208,210,148,135,137,123,102,98,73,73,73,64,60,47,45,37,35,42,23,30,26,22,25,19,22,15,85,65,57,23,26,74,12,5,2,0,283,1,bis_40,
11833,"WV_Quelle MobFu",16,03_2019,2795,399519,142.9,637,88,207,264,208,204,175,154,153,112,104,97,82,79,74,60,54,53,33,42,30,22,28,28,22,18,19,13,21,23,22,89,57,32,23,20,59,17,5,4,0,264,1,bis_30,
11833,"WV_Quelle MobFu",17,03_2019,2325,308383,132.6,548,110,183,237,217,208,143,134,98,73,85,76,65,58,41,63,41,35,21,21,24,28,21,17,22,14,16,13,13,16,8,48,36,30,29,10,50,15,2,4,0,237,1,bis_30,
11833,"WV_Quelle MobFu",18,03_2019,1697,224030,132,366,77,151,191,146,151,111,89,62,71,50,53,48,50,42,21,17,31,24,28,17,16,15,16,10,11,14,11,5,7,5,35,12,21,16,16,43,11,1,2,0,191,1,bis_30,
11833,"WV_Quelle MobFu",19,03_2019,1199,173841,145,277,58,96,112,115,107,89,66,44,58,47,27,28,31,24,22,21,22,14,11,13,20,5,6,10,1,5,7,6,5,5,28,12,13,10,5,37,14,2,3,0,115,1,bis_40,
11833,"WV_Quelle MobFu",20,03_2019,733,97366,132.8,153,39,38,75,72,67,74,43,38,33,21,12,21,16,27,18,12,5,7,10,8,4,4,1,3,1,6,1,2,3,4,17,9,11,5,2,16,2,5,1,0,75,1,bis_30,
11833,"WV_Quelle MobFu",21,03_2019,506,61424,121.4,87,19,29,48,65,59,41,31,29,19,15,16,13,13,6,10,8,6,6,2,6,5,5,2,2,2,6,2,0,1,0,6,4,7,3,5,10,2,2,1,0,65,1,bis_40,
11833,"WV_Quelle MobFu",22,03_2019,348,29094,83.6,62,7,21,32,52,66,39,17,17,13,10,6,10,3,4,3,7,2,3,2,3,2,3,3,2,1,1,2,1,1,0,4,3,5,1,1,1,0,0,0,0,66,1,bis_50,
11833,"WV_Quelle MobFu",23,03_2019,275,21346,77.6,66,15,27,21,42,26,28,22,11,11,9,8,8,7,4,4,4,3,0,4,3,3,0,0,0,1,0,1,2,4,0,0,4,1,2,0,0,0,0,0,0,42,1,bis_40,
11834,"WV_Quelle MobFu",0,03_2019,1,29,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_30,
11834,"WV_Quelle MobFu",3,03_2019,1,36,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_40,
11834,"WV_Quelle MobFu",4,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",6,03_2019,2,149,74.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",7,03_2019,1,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11834,"WV_Quelle MobFu",8,03_2019,17,2702,158.9,1,1,1,1,2,2,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,4,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",9,03_2019,31,6359,205.1,5,1,1,0,1,1,3,3,1,0,0,2,0,1,2,0,1,1,1,1,1,0,1,2,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,3,2,bis_60,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",10,03_2019,35,5636,161,11,1,1,0,2,4,5,0,5,1,1,1,1,1,0,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,5,2,bis_60,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",11,03_2019,35,6656,190.2,6,0,0,3,2,1,1,2,2,3,0,2,0,0,2,1,1,2,1,2,0,1,1,0,3,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,3,3,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",12,03_2019,17,1506,88.6,5,1,0,1,2,3,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,bis_70,
11834,"WV_Quelle MobFu",13,03_2019,19,3272,172.2,7,3,1,1,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,bis_10,
11834,"WV_Quelle MobFu",14,03_2019,29,5216,179.9,10,2,3,0,2,3,0,0,1,2,1,2,0,0,0,1,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,3,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",15,03_2019,26,5233,201.3,8,2,0,3,2,0,1,2,0,1,0,0,0,0,2,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,3,3,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",16,03_2019,15,3676,245.1,11,0,1,1,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,bis_50,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",17,03_2019,18,1913,106.3,6,1,0,0,3,2,0,1,2,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",18,03_2019,14,2874,205.3,5,0,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,5,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",19,03_2019,15,3540,236,5,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,3,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,"WV_Quelle MobFu",20,03_2019,12,1695,141.3,3,1,1,1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,bis_80,
11834,"WV_Quelle MobFu",21,03_2019,1,45,45,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_50,
11834,"WV_Quelle MobFu",22,03_2019,1,101,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_110,
11834,"WV_Quelle MobFu",23,03_2019,2,763,381.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,bis_150,Max_Wert_ist_mehrfach_vorhanden!
11837,"WV_Quelle MobFu",8,03_2019,1,328,328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,bis_360,
11837,"WV_Quelle MobFu",9,03_2019,1,1532,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,bis_1800,
11837,"WV_Quelle MobFu",10,03_2019,1,528,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,bis_540,
11837,"WV_Quelle MobFu",13,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11837,"WV_Quelle MobFu",16,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11837,"WV_Quelle MobFu",19,03_2019,1,96,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_100,
11837,"WV_Quelle MobFu",20,03_2019,1,70,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_70,
11833,WV_zu_Festnetz,0,03_2019,193,16645,86.2,55,15,18,25,15,22,14,12,9,8,8,5,7,7,2,1,1,5,1,1,1,2,1,0,2,1,1,0,0,0,0,2,2,2,1,0,2,0,0,0,0,25,1,bis_30,
11833,WV_zu_Festnetz,1,03_2019,127,11317,89.1,38,10,21,16,17,10,9,3,5,1,1,2,2,3,2,4,1,1,3,1,1,1,1,1,1,0,0,1,0,0,0,2,3,0,2,0,2,0,0,0,0,21,1,bis_20,
11833,WV_zu_Festnetz,2,03_2019,110,12824,116.6,56,9,12,9,12,7,9,9,3,4,2,4,2,4,1,2,1,1,0,0,1,3,0,2,2,1,1,1,0,2,0,3,1,0,1,0,0,0,0,1,0,12,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_Festnetz,3,03_2019,93,7339,78.9,39,8,13,13,6,10,11,2,3,0,1,3,1,2,1,1,5,0,3,2,1,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,13,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_Festnetz,4,03_2019,85,11716,137.8,29,8,5,10,10,12,4,2,2,2,2,1,2,1,0,1,1,1,1,4,1,0,1,0,0,0,0,0,1,1,1,1,5,1,0,1,2,1,0,0,0,12,1,bis_50,
11833,WV_zu_Festnetz,5,03_2019,121,13382,110.6,25,5,10,17,18,5,12,7,2,8,7,2,1,3,0,1,0,0,1,2,2,0,0,1,1,0,1,1,1,0,0,6,3,0,2,0,2,0,0,0,0,18,1,bis_40,
11833,WV_zu_Festnetz,6,03_2019,283,25185,89,68,20,27,32,31,22,23,17,11,11,5,7,11,5,7,6,2,1,5,4,7,4,3,2,2,1,1,2,1,0,4,3,2,2,0,0,2,0,0,0,0,32,1,bis_30,
11833,WV_zu_Festnetz,7,03_2019,1784,167032,93.6,407,72,161,254,171,195,124,98,79,77,66,42,37,44,40,31,25,16,28,20,14,13,17,7,10,8,9,7,7,12,6,29,20,12,6,7,19,1,0,0,0,254,1,bis_30,
11833,WV_zu_Festnetz,8,03_2019,7214,1029534,142.7,1858,175,475,549,585,496,448,373,320,313,281,251,218,216,166,188,155,131,142,112,125,107,91,81,88,58,67,59,61,38,39,239,155,114,65,51,155,15,5,6,1,585,1,bis_40,
11833,WV_zu_Festnetz,9,03_2019,11464,1827572,159.4,3208,340,585,779,794,715,637,596,550,471,452,422,379,295,311,291,266,229,211,171,203,165,158,154,132,137,124,117,101,106,96,391,297,183,144,89,293,55,16,9,0,794,1,bis_40,
11833,WV_zu_Festnetz,10,03_2019,12765,2135216,167.3,3385,346,625,809,811,786,725,650,596,526,504,479,412,390,358,339,299,279,247,213,216,201,163,165,166,134,128,111,111,99,113,481,328,201,154,100,402,58,21,19,0,811,1,bis_40,
11833,WV_zu_Festnetz,11,03_2019,11626,1884306,162.1,2814,332,676,760,793,712,704,614,508,528,418,391,357,322,311,295,232,233,217,197,178,153,171,152,140,142,139,93,94,90,93,446,299,182,133,110,322,55,20,14,0,793,1,bis_40,
11833,WV_zu_Festnetz,12,03_2019,7422,1127519,151.9,1613,246,471,646,612,510,468,337,304,255,264,272,227,182,185,163,167,154,113,113,111,126,93,72,78,64,59,67,56,60,42,234,191,108,66,68,178,33,12,15,0,646,1,bis_30,
11833,WV_zu_Festnetz,13,03_2019,6897,1061922,154,1450,216,437,591,501,448,417,372,330,272,240,228,182,199,161,158,133,134,131,105,105,102,77,74,69,82,58,62,57,61,31,219,169,123,77,41,183,32,9,11,0,591,1,bis_30,
11833,WV_zu_Festnetz,14,03_2019,7300,1180982,161.8,1596,222,422,488,562,488,390,321,336,335,316,246,217,208,199,150,164,138,127,125,109,91,95,86,90,80,64,61,65,69,66,248,190,124,70,63,215,37,12,11,0,562,1,bis_40,
11833,WV_zu_Festnetz,15,03_2019,7318,1191566,162.8,1746,229,462,536,597,472,450,378,316,327,259,235,199,188,176,169,148,131,127,111,112,108,111,76,85,68,56,60,60,45,39,241,168,131,96,69,208,43,15,17,0,597,1,bis_40,
11833,WV_zu_Festnetz,16,03_2019,6740,1122322,166.5,1631,228,468,577,526,469,391,348,336,256,217,204,211,171,159,130,113,109,97,97,79,69,79,76,60,57,62,43,55,51,47,241,160,112,89,56,207,55,13,22,0,577,1,bis_30,
11833,WV_zu_Festnetz,17,03_2019,5419,869896,160.5,1321,219,437,535,491,442,318,276,212,210,179,144,156,124,101,126,92,79,66,50,63,56,55,52,52,44,41,26,31,36,27,127,110,67,66,42,184,45,17,21,0,535,1,bis_30,
11833,WV_zu_Festnetz,18,03_2019,3616,650864,180,873,155,289,367,325,279,210,183,137,142,98,104,95,83,81,56,57,60,46,49,33,39,40,31,27,25,31,23,13,18,16,99,50,52,43,34,140,47,17,22,0,367,1,bis_30,
11833,WV_zu_Festnetz,19,03_2019,2415,435166,180.2,601,125,209,249,228,186,139,122,79,95,88,57,64,67,47,41,34,39,26,20,28,23,13,17,18,14,9,16,10,15,6,62,31,27,22,20,104,37,15,13,0,249,1,bis_30,
11833,WV_zu_Festnetz,20,03_2019,1352,267216,197.6,298,81,86,128,118,101,93,64,50,48,28,43,39,31,44,26,20,16,20,19,12,8,6,7,12,6,11,4,7,7,9,31,23,31,11,13,61,16,11,11,0,128,1,bis_30,
11833,WV_zu_Festnetz,21,03_2019,678,131138,193.4,152,32,61,61,65,50,37,31,37,28,19,17,13,14,12,13,14,14,7,5,8,6,7,10,6,4,9,2,1,5,2,8,8,12,6,3,32,4,6,9,0,65,1,bis_40,
11833,WV_zu_Festnetz,22,03_2019,333,50543,151.8,106,16,30,34,40,37,16,15,17,14,9,5,12,5,5,3,5,2,3,4,4,2,5,1,3,2,2,1,3,2,0,8,7,6,2,0,6,2,2,3,0,40,1,bis_40,
11833,WV_zu_Festnetz,23,03_2019,259,25422,98.2,85,21,32,28,28,14,21,15,12,12,9,4,2,6,8,3,5,3,1,3,4,2,1,3,0,2,0,1,1,1,0,2,4,3,3,1,4,0,0,0,0,32,1,bis_20,
11834,WV_zu_Festnetz,1,03_2019,1,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_230,
11834,WV_zu_Festnetz,2,03_2019,2,76,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,3,03_2019,1,36,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_40,
11834,WV_zu_Festnetz,4,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,6,03_2019,1,102,102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_110,
11834,WV_zu_Festnetz,7,03_2019,3,80,26.7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,8,03_2019,17,3636,213.9,7,1,2,0,1,2,1,1,1,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,9,03_2019,25,4746,189.8,11,1,1,0,0,2,2,1,1,2,1,2,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,6,bis_50,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,10,03_2019,41,9789,238.8,9,1,2,2,2,5,1,0,3,1,1,1,0,1,1,0,2,0,0,0,1,0,0,1,1,1,0,0,2,1,1,1,1,2,1,2,2,1,0,0,0,5,1,bis_50,
11834,WV_zu_Festnetz,11,03_2019,42,6506,154.9,7,2,3,3,1,5,2,2,0,1,1,3,2,2,4,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,2,0,0,0,0,5,1,bis_50,
11834,WV_zu_Festnetz,12,03_2019,18,3758,208.8,4,3,0,0,0,1,1,1,2,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,bis_10,
11834,WV_zu_Festnetz,13,03_2019,14,2663,190.2,5,2,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,2,4,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,14,03_2019,17,3219,189.4,9,0,0,0,2,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,4,bis_40,Max_Wert_ist_mehrfach_vorhanden!
