auskunft,Art,stunde,monat,gespraeche,summe_dauer,avg_dauer,0,bis_10,bis_20,bis_30,bis_40,bis_50,bis_60,bis_70,bis_80,bis_90,bis_100,bis_110,bis_120,bis_130,bis_140,bis_150,bis_160,bis_170,bis_180,bis_190,bis_200,bis_210,bis_220,bis_230,bis_240,bis_250,bis_260,bis_270,bis_280,bis_290,bis_300,bis_360,bis_420,bis_480,bis_540,bis_600,bis_1200,bis_1800,bis_2400,bis_3000,ab_3001,Max,Anzahl,Kategorie(1.te),Max_Wert_Kategorie
11834,WV_zu_Festnetz,15,03_2019,19,3175,167.1,11,0,0,2,1,0,0,1,2,2,0,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,6,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,16,03_2019,19,3958,208.3,7,0,2,2,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,2,5,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,17,03_2019,15,4098,273.2,4,1,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,4,1,bis_50,
11834,WV_zu_Festnetz,18,03_2019,7,833,119,3,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,bis_90,
11834,WV_zu_Festnetz,19,03_2019,7,2797,399.6,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,bis_280,
11834,WV_zu_Festnetz,20,03_2019,5,1523,304.6,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_Festnetz,21,03_2019,1,35,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_40,
11834,WV_zu_Festnetz,22,03_2019,1,50,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_50,
11837,WV_zu_Festnetz,8,03_2019,1,328,328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,bis_360,
11837,WV_zu_Festnetz,9,03_2019,1,166,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_170,
11837,WV_zu_Festnetz,10,03_2019,1,528,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,bis_540,
11837,WV_zu_Festnetz,12,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11837,WV_zu_Festnetz,13,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11837,WV_zu_Festnetz,16,03_2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11837,WV_zu_Festnetz,19,03_2019,1,96,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_100,
11837,WV_zu_Festnetz,20,03_2019,1,70,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_70,
11834,WV_zu_T_Auskunft,0,03_2019,8,1365,170.6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,bis_230,
11834,WV_zu_T_Auskunft,1,03_2019,5,692,138.4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,bis_160,
11834,WV_zu_T_Auskunft,2,03_2019,2,178,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_50,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,3,03_2019,4,421,105.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,bis_50,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,4,03_2019,2,184,92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,5,03_2019,3,829,276.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,bis_140,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,6,03_2019,3,276,92,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,bis_80,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,7,03_2019,22,2611,118.7,1,0,0,0,1,0,0,2,3,1,2,1,2,1,2,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,bis_80,
11834,WV_zu_T_Auskunft,8,03_2019,84,11631,138.5,4,0,0,1,1,3,3,4,4,7,11,7,4,4,1,4,4,5,3,5,3,2,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,11,1,bis_100,
11834,WV_zu_T_Auskunft,9,03_2019,179,25018,139.8,11,1,0,0,2,4,4,11,7,15,21,13,12,14,10,5,10,6,7,4,3,1,3,3,2,5,5,1,2,2,1,3,0,0,1,0,1,0,0,0,0,21,1,bis_100,
11834,WV_zu_T_Auskunft,10,03_2019,202,27008,133.7,23,0,1,1,2,1,5,8,15,12,16,25,20,16,7,9,11,7,7,9,6,4,2,5,1,1,1,1,1,2,0,6,0,0,0,0,0,0,0,0,0,25,1,bis_110,
11834,WV_zu_T_Auskunft,11,03_2019,217,28589,131.7,11,2,0,0,0,5,9,12,9,18,25,18,20,16,15,10,9,8,1,5,7,4,2,3,1,4,4,0,2,3,0,1,3,1,0,0,0,0,0,0,0,25,1,bis_100,
11834,WV_zu_T_Auskunft,12,03_2019,137,17228,125.8,5,1,0,3,3,3,5,9,4,13,13,13,16,12,10,6,5,0,10,1,0,1,1,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,16,1,bis_120,
11834,WV_zu_T_Auskunft,13,03_2019,114,15534,136.3,9,2,0,0,1,2,1,8,7,5,15,12,8,7,6,6,4,4,5,1,1,2,5,1,0,5,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,15,1,bis_100,
11834,WV_zu_T_Auskunft,14,03_2019,143,19014,133,3,3,2,3,1,3,3,9,9,10,9,17,10,11,2,7,3,6,3,8,4,0,1,2,1,0,5,2,0,1,2,4,2,0,0,0,0,0,0,0,0,17,1,bis_110,
11834,WV_zu_T_Auskunft,15,03_2019,152,23148,152.3,7,1,2,2,1,4,4,8,8,8,13,13,12,7,6,10,6,2,8,2,4,3,4,1,1,3,1,4,0,1,1,8,2,1,0,0,0,1,0,0,0,13,2,bis_100,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,16,03_2019,150,21728,144.9,8,1,1,0,0,3,5,7,9,12,10,16,13,10,9,7,7,4,8,1,1,2,5,3,1,1,0,2,1,1,0,3,1,4,1,1,0,0,0,0,0,16,1,bis_110,
11834,WV_zu_T_Auskunft,17,03_2019,120,17960,149.7,6,3,0,1,1,3,6,4,4,9,7,11,5,7,6,8,3,8,2,6,2,5,1,3,2,1,0,0,1,3,0,3,3,0,0,1,1,0,0,0,0,11,1,bis_110,
11834,WV_zu_T_Auskunft,18,03_2019,103,15311,148.7,5,0,2,0,3,4,1,5,5,6,5,11,4,8,6,5,4,2,4,5,3,3,1,0,1,1,0,3,2,2,0,3,2,2,0,0,0,0,0,0,0,11,1,bis_110,
11834,WV_zu_T_Auskunft,19,03_2019,73,11537,158,7,0,0,0,0,2,4,1,5,6,4,5,7,6,4,4,4,1,4,2,0,1,1,1,3,0,0,0,0,0,2,2,1,0,1,0,2,0,0,0,0,7,1,bis_120,
11834,WV_zu_T_Auskunft,20,03_2019,60,9430,157.2,10,0,0,0,0,2,4,3,3,6,6,3,2,3,1,3,0,1,1,5,3,1,4,0,1,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,6,2,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,21,03_2019,36,4927,136.9,4,0,0,0,0,1,2,3,2,5,3,1,3,3,0,1,0,0,0,2,1,0,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,bis_90,
11834,WV_zu_T_Auskunft,22,03_2019,22,3758,170.8,0,1,0,0,0,1,0,0,1,3,3,1,0,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,2,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_T_Auskunft,23,03_2019,13,2081,160.1,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,bis_120,
11833,WV_zu_0800,0,03_2019,17,1810,106.5,3,1,0,4,4,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0800,1,03_2019,28,3622,129.4,1,0,3,8,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,8,1,bis_30,
11833,WV_zu_0800,2,03_2019,8,5873,734.1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,2,1,bis_1200,
11833,WV_zu_0800,3,03_2019,8,1674,209.3,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0800,4,03_2019,11,938,85.3,3,0,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0800,5,03_2019,18,4779,265.5,1,0,1,5,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,5,1,bis_30,
11833,WV_zu_0800,6,03_2019,32,10494,327.9,3,1,1,1,2,2,0,1,2,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,1,3,6,0,0,0,0,6,1,bis_1200,
11833,WV_zu_0800,7,03_2019,125,30437,243.5,9,3,8,2,12,6,4,3,4,6,2,4,1,4,5,3,4,2,1,4,1,0,1,4,0,2,1,1,0,1,0,8,4,4,6,3,8,2,1,0,0,12,1,bis_40,
11833,WV_zu_0800,8,03_2019,593,173267,292.2,45,5,12,10,22,17,20,10,12,17,25,29,12,15,17,16,17,14,11,15,16,7,11,9,10,6,9,6,8,7,8,39,32,13,19,17,68,12,0,0,0,68,1,bis_1200,
11833,WV_zu_0800,9,03_2019,1045,309640,296.3,87,17,16,21,30,15,24,26,26,29,38,34,34,33,34,23,38,27,29,14,23,23,22,22,18,6,9,10,13,20,8,79,49,38,34,29,118,14,1,1,0,118,1,bis_1200,
11833,WV_zu_0800,10,03_2019,1160,347824,299.8,96,18,14,39,38,38,31,31,28,34,41,38,34,28,38,25,29,27,26,29,18,26,15,17,15,17,15,18,16,11,11,68,67,44,26,23,140,22,2,3,0,140,1,bis_1200,
11833,WV_zu_0800,11,03_2019,971,300769,309.8,76,13,7,21,23,32,23,25,31,24,30,30,20,25,41,21,29,22,26,15,21,26,23,16,13,10,16,9,13,13,9,63,51,34,38,21,117,15,4,1,0,117,1,bis_1200,
11833,WV_zu_0800,12,03_2019,696,219505,315.4,58,9,8,13,20,21,18,17,14,17,21,20,22,21,18,26,28,22,17,16,10,15,12,12,9,8,8,11,9,12,14,36,22,21,27,20,78,18,5,1,0,78,1,bis_1200,
11833,WV_zu_0800,13,03_2019,577,194049,336.3,46,12,12,7,17,19,11,19,13,16,19,10,10,15,20,18,13,14,13,13,10,13,9,9,4,5,5,14,6,5,3,36,26,21,19,18,91,8,2,2,0,91,1,bis_1200,
11833,WV_zu_0800,14,03_2019,626,191859,306.5,47,11,8,11,22,23,14,12,19,13,28,22,25,18,23,10,14,15,19,13,13,9,12,8,7,4,10,7,4,7,7,38,29,18,22,21,74,13,1,2,0,74,1,bis_1200,
11833,WV_zu_0800,15,03_2019,586,183606,313.3,31,8,5,14,13,16,19,15,19,22,17,17,30,26,16,15,12,19,11,10,8,12,9,6,3,5,8,5,11,7,6,35,19,24,18,17,73,10,5,1,0,73,1,bis_1200,
11833,WV_zu_0800,16,03_2019,519,168169,324,32,14,9,10,16,7,15,23,12,19,16,19,17,21,14,14,19,7,12,8,10,13,8,5,7,9,7,2,5,3,7,23,22,20,19,10,53,17,5,2,0,53,1,bis_1200,
11833,WV_zu_0800,17,03_2019,368,120513,327.5,24,9,7,14,11,16,18,9,11,12,13,16,7,16,9,15,7,11,3,10,5,4,6,3,3,2,2,2,4,1,1,14,12,23,14,3,36,12,3,4,0,36,1,bis_1200,
11833,WV_zu_0800,18,03_2019,213,61181,287.2,10,4,6,7,9,7,10,11,7,12,7,11,3,7,7,1,12,5,5,6,7,6,1,1,3,0,1,2,1,2,0,4,5,4,4,4,24,2,3,2,0,24,1,bis_1200,
11833,WV_zu_0800,19,03_2019,168,53573,318.9,11,11,0,5,5,5,2,2,6,6,7,5,10,9,6,3,5,4,4,3,5,2,1,2,1,0,2,3,2,1,0,6,9,3,5,2,18,6,1,1,0,18,1,bis_1200,
11833,WV_zu_0800,20,03_2019,108,27665,256.2,4,7,7,3,7,2,3,5,2,1,4,3,7,2,1,2,4,2,2,0,5,4,0,2,1,0,0,2,0,0,1,4,5,3,2,2,8,5,0,0,0,8,1,bis_1200,
11833,WV_zu_0800,21,03_2019,59,21492,364.3,1,3,2,6,7,1,2,0,1,1,0,2,3,1,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,4,3,6,3,2,0,0,7,1,bis_40,
11833,WV_zu_0800,22,03_2019,30,9232,307.7,3,0,2,4,7,1,2,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,1,0,7,1,bis_40,
11833,WV_zu_0800,23,03_2019,23,8494,369.3,1,1,1,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,5,1,bis_30,
11834,WV_zu_0800,0,03_2019,1,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,bis_3000,
11834,WV_zu_0800,3,03_2019,1,930,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,bis_1200,
11834,WV_zu_0800,7,03_2019,1,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_130,
11834,WV_zu_0800,8,03_2019,1,85,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_90,
11834,WV_zu_0800,9,03_2019,3,1171,390.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,bis_20,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,10,03_2019,8,1800,225,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,bis_40,
11834,WV_zu_0800,11,03_2019,4,1204,301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,bis_80,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,12,03_2019,6,2836,472.7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,6,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,13,03_2019,2,517,258.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,bis_170,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,14,03_2019,5,2410,482,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,bis_50,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,15,03_2019,4,1636,409,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,bis_10,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,16,03_2019,1,87,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_90,
11834,WV_zu_0800,18,03_2019,3,582,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,bis_60,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,19,03_2019,1,627,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,bis_1200,
11834,WV_zu_0800,20,03_2019,2,2039,1019.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,bis_90,Max_Wert_ist_mehrfach_vorhanden!
11834,WV_zu_0800,21,03_2019,1,26,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_30,
11837,WV_zu_0800,9,03_2019,1,1532,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,bis_1800,
11837,WV_zu_0800,15,03_2019,1,696,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,bis_1200,
11833,WV_zu_0180,0,03_2019,36,2350,65.3,3,0,2,13,7,2,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,1,03_2019,29,3013,103.9,2,0,0,13,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,2,03_2019,22,1597,72.6,4,0,0,10,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,3,03_2019,29,1609,55.5,3,1,1,10,7,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,4,03_2019,26,1638,63,2,0,1,4,6,6,2,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,bis_40,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,5,03_2019,46,3442,74.8,6,0,2,16,12,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,16,1,bis_30,
11833,WV_zu_0180,6,03_2019,40,4522,113.1,6,2,1,9,9,6,0,0,1,1,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,9,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,7,03_2019,106,11660,110,36,1,6,35,13,6,7,1,0,1,2,1,0,0,1,1,1,4,1,2,1,3,0,0,1,2,1,1,1,1,1,5,2,1,0,2,1,0,0,0,0,35,1,bis_30,
11833,WV_zu_0180,8,03_2019,202,35162,174.1,57,3,6,24,17,11,5,7,4,3,5,4,3,8,5,5,3,5,1,10,4,4,5,4,1,4,1,3,3,3,3,19,5,3,5,3,2,1,0,0,0,24,1,bis_30,
11833,WV_zu_0180,9,03_2019,257,55628,216.5,64,6,9,22,10,5,6,9,10,10,12,8,5,9,7,6,3,3,4,2,5,4,7,6,6,2,4,5,5,2,4,16,15,8,6,1,13,0,2,0,0,22,1,bis_30,
11833,WV_zu_0180,10,03_2019,318,67427,212,103,9,4,19,13,7,8,16,16,8,16,8,8,7,6,9,11,8,6,5,10,8,5,7,8,3,4,6,2,2,5,24,18,6,6,3,15,1,1,0,0,24,1,bis_360,
11833,WV_zu_0180,11,03_2019,272,58388,214.7,80,4,4,19,16,10,9,7,7,6,13,5,10,5,7,4,5,7,8,8,13,4,11,9,4,2,3,4,2,3,2,16,11,7,3,8,14,2,0,0,0,19,1,bis_30,
11833,WV_zu_0180,12,03_2019,191,43588,228.2,52,3,6,19,5,5,4,2,9,4,2,8,4,3,8,5,10,5,3,4,4,7,4,1,3,0,2,1,2,1,2,13,12,14,6,0,8,2,0,0,0,19,1,bis_30,
11833,WV_zu_0180,13,03_2019,191,45288,237.1,70,6,2,8,5,7,5,5,6,1,12,7,8,7,4,6,5,3,4,3,4,2,3,6,4,4,2,1,2,3,2,18,8,4,6,6,9,3,0,0,0,18,1,bis_360,
11833,WV_zu_0180,14,03_2019,205,46646,227.5,49,3,3,8,5,11,5,6,5,7,17,7,6,6,2,5,7,3,6,5,3,8,3,3,5,2,4,4,4,0,2,10,8,9,6,5,11,1,0,0,0,17,1,bis_100,
11833,WV_zu_0180,15,03_2019,189,43325,229.2,66,3,8,12,10,5,3,5,4,9,10,3,5,5,4,4,5,3,5,1,2,6,2,3,3,4,3,2,6,3,2,9,11,11,5,0,11,2,0,0,0,12,1,bis_30,
11833,WV_zu_0180,16,03_2019,235,63300,269.4,68,6,2,12,12,5,8,8,5,7,12,8,3,6,6,5,5,4,6,7,3,4,2,4,1,5,7,2,1,4,1,16,11,8,7,7,20,5,0,0,0,20,1,bis_1200,
11833,WV_zu_0180,17,03_2019,170,46278,272.2,54,3,6,16,6,1,3,6,1,5,14,3,2,5,4,3,2,2,4,4,4,2,0,3,1,2,2,2,2,0,3,19,4,7,5,4,17,2,1,0,0,19,1,bis_360,
11833,WV_zu_0180,18,03_2019,131,30996,236.6,42,3,3,14,9,3,3,2,3,6,11,3,1,4,1,3,3,4,3,3,4,3,2,2,4,2,2,2,0,1,1,3,4,2,5,1,8,2,0,1,0,14,1,bis_30,
11833,WV_zu_0180,19,03_2019,73,11471,157.1,26,0,3,13,5,1,4,3,1,0,9,2,1,2,1,0,0,1,1,2,1,1,2,2,1,0,1,1,1,0,1,7,1,2,1,0,2,0,0,0,0,13,1,bis_30,
11833,WV_zu_0180,20,03_2019,61,9907,162.4,26,2,2,7,6,2,4,3,2,1,8,2,0,1,0,0,1,0,1,1,2,2,3,0,0,0,0,1,0,1,0,0,3,0,1,2,3,0,0,0,0,8,1,bis_100,
11833,WV_zu_0180,21,03_2019,40,8925,223.1,11,0,0,5,5,1,1,2,1,1,1,1,2,1,1,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,2,2,1,1,0,1,2,0,0,0,5,2,bis_30,Max_Wert_ist_mehrfach_vorhanden!
11833,WV_zu_0180,22,03_2019,40,4999,125,6,0,0,10,7,1,2,1,2,0,2,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,10,1,bis_30,
11833,WV_zu_0180,23,03_2019,24,3274,136.4,6,0,0,1,6,3,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,6,1,bis_40,
11834,WV_zu_0180,0,03_2019,1,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_20,
11834,WV_zu_0180,1,03_2019,1,113,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bis_120,
